post_id,post_title,_search_title,post_status,post_tags,post_category,default_category,featured,featured_image,submit_ip,overall_rating,rating_count,street,street2,city,region,country,zip,latitude,longitude,mapview,mapzoom,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,post_dummy,phone,email,website,facebook
9656,UTSUKO ZAPETAK,utsuko zapetak,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.10830484410528,-1.1455997427157665,,,879290070,UTSUKO ZAPETAK,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9657,AIREA HARTU (PRENDRE L'AIR),airea hartu prendre lair,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.4019261144771,-1.38456127611598,,,882569320,AIREA HARTU (PRENDRE L'AIR),ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9658,ASSOCIATION AUBERGE D'ETXEBERRIA,association auberge detxeberria,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.429429909067544,-1.596763246176947,,,882921794,ASSOCIATION AUBERGE D'ETXEBERRIA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9659,EVEIL ET MEDIATION PAR L'ANIMAL ET LA NATURE,eveil et mediation par lanimal et la nature,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.304537792046766,-1.5474683475667736,,,883383325,EVEIL ET MEDIATION PAR L'ANIMAL ET LA NATURE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9660,DANTZALAI,dantzalai,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.17829067043892,-1.0879136807966108,,,884955121,DANTZALAI,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9661,TRANSPORT SOLIDAIRE EN PAYS DE HASPARREN GARRAIO SOLIDARIOA HAZPARNEKO LURRALDEAN,transport solidaire en pays de hasparren garraio solidarioa hazparneko lurraldean,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.45293019613317,-1.5028659419653265,,,887503357,TRANSPORT SOLIDAIRE EN PAYS DE HASPARREN GARRAIO SOLIDARIOA HAZPARNEKO LURRALDEAN,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9662,TIERS LIEU FABLABEA PAYS BASQUE,tiers lieu fablabea pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.24483641831686,-1.2571602828701687,,,889353249,TIERS LIEU FABLABEA PAYS BASQUE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9663,BUJINKAN SANRYUKAI PAYS BASQUE,bujinkan sanryukai pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.15370437451495,-1.095456800104702,,,890162902,BUJINKAN SANRYUKAI PAYS BASQUE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9664,ELGAR OINKA,elgar oinka,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.45384761924151,-1.4147157329685058,,,891333585,ELGAR OINKA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9665,ACUPUNCTURE ET MTC 64,acupuncture et mtc 64,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.070995209947576,-1.11001793497433,,,892121443,ACUPUNCTURE ET MTC 64,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9666,FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE MAROC ET TUNISIE - COMITE D'HASPARREN,federation nationale des anciens combattants en algerie maroc et tunisie comite dhasparren,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.242777050589645,-1.3619810702472208,,,892620345,FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE MAROC ET TUNISIE - COMITE D'HASPARREN,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9667,ASSOCIATION DES PRODUCTEURS DE LAIT SUD-LANDES ET PAYS BASQUE,association des producteurs de lait sud landes et pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.08971237495986,-1.1399493652897261,,,898523139,ASSOCIATION DES PRODUCTEURS DE LAIT SUD-LANDES ET PAYS BASQUE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9668,EGIAZKO BERDINTASUNAREN ALDE ! (EBA),egiazko berdintasunaren alde eba,publish,,,,"0",,127.0.0.1,"0","0",,,HASPARREN,Nouvelle-Aquitaine,France,64240,43.01780900613907,-1.0418360936740745,,,899047823,EGIAZKO BERDINTASUNAREN ALDE ! (EBA),ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9669,COOPERATIVE DE RESEAUX ELECTRIQUES DU BASSIN DE L'ADOUR,cooperative de reseaux electriques du bassin de ladour,publish,,,,"0",,127.0.0.1,"0","0",,,Hasparren,Nouvelle-Aquitaine,France,64240,43.113515456112886,-1.2011746757983413,,,327931978,COOPERATIVE DE RESEAUX ELECTRIQUES DU BASSIN DE L'ADOUR,COOPERATIVES,Pays Basque intérieur,PAYS D'HASPARREN,UTD Labourd,,,"0",,,,
9670,GROUPEMENT PASTORAL ERAICKO OLHA,groupement pastoral eraicko olha,publish,,,,"0",,127.0.0.1,"0","0",,,HAUX,Nouvelle-Aquitaine,France,64470,43.42868650519347,-1.572590695773352,,,503816043,GROUPEMENT PASTORAL ERAICKO OLHA,ASSOCIATIONS,Pays Basque intérieur,SOULE XIBEROA,UTD Basse Navarre et Soule,,,"0",,,,
9671,ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE MAULEON,association locale pour le culte des temoins de jehovah de mauleon,publish,,,,"0",,127.0.0.1,"0","0",,,HAUX,Nouvelle-Aquitaine,France,64470,43.29449861584653,-1.3292847922592337,,,529136939,ASSOCIATION LOCALE POUR LE CULTE DES TEMOINS DE JEHOVAH DE MAULEON,ASSOCIATIONS,Pays Basque intérieur,SOULE XIBEROA,UTD Basse Navarre et Soule,,,"0",,,,
9672,OGEC ECOLE NOTRE DAME DE HELETTE,ogec ecole notre dame de helette,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.11285655698654,-1.2250184109747444,,,334537222,OGEC ECOLE NOTRE DAME DE HELETTE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9673,ASS PARENTS ELEVES ECOLE PUBLIQUE,ass parents eleves ecole publique,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.14112325317902,-1.1784863827703116,,,380733071,ASS PARENTS ELEVES ECOLE PUBLIQUE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9674,ASS PARENTS ELEVES ECOLE NOTRE DAME,ass parents eleves ecole notre dame,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.1464315000598,-1.1695622211875794,,,383356029,ASS PARENTS ELEVES ECOLE NOTRE DAME,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9675,LES ECUREUILS,les ecureuils,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.19692902129109,-1.1266660435789468,,,393513015,LES ECUREUILS,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9676,ASS NAT DU POTTOK PONEY DU PAYS BASQUE,ass nat du pottok poney du pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.22892624029175,-1.070568836309929,,,410234397,ASS NAT DU POTTOK PONEY DU PAYS BASQUE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9677,ADITU,aditu,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.42378056305581,-1.3887120214372999,,,415279595,ADITU,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9678,HELLEBORUS VERIDIS,helleborus veridis,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.328513618046856,-1.353568291030637,,,424735918,HELLEBORUS VERIDIS,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9679,ASSOCIATION HEL ETA IKUS,association hel eta ikus,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.27531447672145,-1.5475533166884128,,,428594840,ASSOCIATION HEL ETA IKUS,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9680,EUSKAL HERRIKO MOZKINEN ELKARTEA GOSTUA,euskal herriko mozkinen elkartea gostua,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.290958094423914,-1.3347136953724803,,,434397683,EUSKAL HERRIKO MOZKINEN ELKARTEA GOSTUA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9681,HAIZE HEGOA,haize hegoa,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.103083801820304,-0.9590293921706795,,,448433409,HAIZE HEGOA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9682,PESTACLES ET COMPAGNIE,pestacles et compagnie,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.02717969753747,-1.026857626556311,,,450572961,PESTACLES ET COMPAGNIE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9683,GEOBIO 64,geobio 64,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.13399512969397,-1.2331989079594752,,,479723389,GEOBIO 64,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9684,ASS PROMO PRODUITS TERROIRS BASQUES,ass promo produits terroirs basques,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.15805793984003,-1.148377024860654,,,481788297,ASS PROMO PRODUITS TERROIRS BASQUES,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9685,SOROPILA,soropila,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.24560540045454,-1.2755162962476096,,,513099366,SOROPILA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9686,KABALAK,kabalak,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.25144544717456,-1.0785799321692267,,,522121540,KABALAK,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9687,SYNDICAT D INITIATIVE,syndicat d initiative,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.17417051013256,-1.1143365781266055,,,782298269,SYNDICAT D INITIATIVE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9688,ASSOCIATION IBAI GARA,association ibai gara,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.3517146812831,-1.1745491590348638,,,782298335,ASSOCIATION IBAI GARA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9689,ASSOCIATION ESPILA,association espila,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.369982205807275,-1.5188615886091141,,,791827256,ASSOCIATION ESPILA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9690,BASERRIKO ARTE SAREA,baserriko arte sarea,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.363618515744925,-1.4801638958773804,,,804444818,BASERRIKO ARTE SAREA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9691,COMITE DES FETES DE HELETTE,comite des fetes de helette,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.318806219833576,-1.6233282033846936,,,804501922,COMITE DES FETES DE HELETTE,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9692,NAAD DIFFUSION,naad diffusion,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.36603643754948,-1.2966913351061984,,,813048303,NAAD DIFFUSION,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9693,HELETAKO ARTZAINAK,heletako artzainak,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.223443881414035,-1.2466216813585833,,,834967010,HELETAKO ARTZAINAK,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9694,BATCHARTE DANTZA,batcharte dantza,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.29619624475863,-1.3753177733135553,,,839691540,BATCHARTE DANTZA,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9695,XENDRAZKOAK,xendrazkoak,publish,,,,"0",,127.0.0.1,"0","0",,,HÉLETTE,Nouvelle-Aquitaine,France,64640,43.45157158815457,-1.5459229565498096,,,883381725,XENDRAZKOAK,ASSOCIATIONS,Pays Basque intérieur,PAYS D'HASPARREN,UTD Basse Navarre et Soule,,,"0",,,,
9696,GASTELU ZAHAR,gastelu zahar,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.150134330424024,-1.3102789711666687,,,311568158,GASTELU ZAHAR,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9697,ENDAYARAK,endayarak,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.42704171241971,-1.4530869639279511,,,311569685,ENDAYARAK,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9698,AKELARRE,akelarre,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.30134623968057,-1.5824882919667769,,,311810204,AKELARRE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9699,UNION DEP. POUR LA SANTE BUCCO-DENTAIRE,union dep. pour la sante bucco dentaire,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.32616761340011,-1.5844476013881992,,,319785358,UNION DEP. POUR LA SANTE BUCCO-DENTAIRE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9700,AMICALE LAIQUE,amicale laique,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.215480160452316,-0.9812352408199896,,,326397577,AMICALE LAIQUE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9701,GURE IKASTOLA HENDAIA,gure ikastola hendaia,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.03942530611282,-1.001419924083807,,,328491170,GURE IKASTOLA HENDAIA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9702,CENTRE SOCIAL DENENTZAT,centre social denentzat,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.29630672649432,-1.4058699630888654,,,334009818,CENTRE SOCIAL DENENTZAT,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9703,ASS SPORTIVE CULTURELLE MUSICALE KIROLAK,ass sportive culturelle musicale kirolak,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.22190582062176,-1.3759918900901167,,,338294440,ASS SPORTIVE CULTURELLE MUSICALE KIROLAK,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9704,ASSOCIATION HIREKIN,association hirekin,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.324567820107944,-1.6585080460523056,,,343218889,ASSOCIATION HIREKIN,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9705,SCI APOLLINE,sci apolline,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.408472044426155,-1.635444121213859,,,344307624,SCI APOLLINE,COOPERATIVES,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9706,COMITE DES OEUVRES SOCIALES AZUREVA 64,comite des oeuvres sociales azureva 64,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.285135092556125,-1.5912497758742992,,,345344188,COMITE DES OEUVRES SOCIALES AZUREVA 64,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9707,ENTRACTE,entracte,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.096250063374974,-0.9788551490953085,,,350625646,ENTRACTE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9708,SERVICE EMPLOI SUD PAYS BASQUE,service emploi sud pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.37975595842509,-1.4638960765469107,,,351931670,SERVICE EMPLOI SUD PAYS BASQUE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9709,ASSOCIATION CULTURELLE HENDAYAISE,association culturelle hendayaise,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.398328353471335,-1.2684675578650104,,,377966387,ASSOCIATION CULTURELLE HENDAYAISE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9710,BIL,bil,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.2082573411408,-1.0732047802156948,,,378275739,BIL,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9711,MICROFER HENDAYE INFORMATIQUE INDIVID,microfer hendaye informatique individ,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.268777107261805,-1.4122420127924267,,,378657761,MICROFER HENDAYE INFORMATIQUE INDIVID,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9712,COMITE FETES DE HENDAYE,comite fetes de hendaye,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.13804116553365,-0.9501848428115941,,,378782171,COMITE FETES DE HENDAYE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9713,CLUB SUBAQUATIQUE URPEAN,club subaquatique urpean,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.36709738862199,-1.7489640457978157,,,378984702,CLUB SUBAQUATIQUE URPEAN,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9714,AMICALE LAIQUE HENDAYE SECTION BASKET,amicale laique hendaye section basket,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.480743550643965,-1.4474705134692882,,,379070584,AMICALE LAIQUE HENDAYE SECTION BASKET,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9715,RADIO TELE CLUB ANCIENS CHEMINS FER MIDI,radio tele club anciens chemins fer midi,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.46405649113027,-1.5030406788431703,,,379119498,RADIO TELE CLUB ANCIENS CHEMINS FER MIDI,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9716,ANANDA,ananda,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.335338859315094,-1.5566979799557445,,,380104083,ANANDA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9717,ASS HENDAYE BIDASSOA SURF CLUB,ass hendaye bidassoa surf club,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.04592929230522,-1.1045840609779614,,,380815639,ASS HENDAYE BIDASSOA SURF CLUB,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9718,ASSOCIATION LITTORAL BASQUE - ATALAIA - EUSKAL ITSASBAZTERRA,association littoral basque atalaia euskal itsasbazterra,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.15976412877017,-1.21902039177452,,,381899780,ASSOCIATION LITTORAL BASQUE - ATALAIA - EUSKAL ITSASBAZTERRA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9719,ZEINVA SALBATZEKO,zeinva salbatzeko,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.423821429587804,-1.3468997958945192,,,388997827,ZEINVA SALBATZEKO,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9720,BIGARREN MAILAKO HENDAIAKO GURASOACK,bigarren mailako hendaiako gurasoack,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.394806268087066,-1.6878925948180286,,,389754763,BIGARREN MAILAKO HENDAIAKO GURASOACK,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9721,STADE HENDAYAIS RUGBY,stade hendayais rugby,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.30458384851317,-1.595841445308266,,,391204278,STADE HENDAYAIS RUGBY,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9722,VELO CLUB HENDAYAIS,velo club hendayais,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.33288055669648,-1.3116077969633666,,,392091641,VELO CLUB HENDAYAIS,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9723,ASS GESTION VGE VACANCES PTT COTE BASQUE,ass gestion vge vacances ptt cote basque,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.374448824475245,-1.3965575751043753,,,392370243,ASS GESTION VGE VACANCES PTT COTE BASQUE,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9724,ASSOCIATION BILKUA,association bilkua,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.22084862881451,-1.4684057688071035,,,392522710,ASSOCIATION BILKUA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9725,BALEAK ELKARTEA,baleak elkartea,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.370386950154575,-1.7602017589817334,,,400843678,BALEAK ELKARTEA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9726,MOBY DICK,moby dick,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.28512112920653,-1.1728103618114896,,,401390422,MOBY DICK,COOPERATIVES,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9727,JUDO CLUB HENDAYAIS,judo club hendayais,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.35675221894737,-1.6433101352177646,,,402499743,JUDO CLUB HENDAYAIS,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9728,HORS CHAMP,hors champ,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.44609369993659,-1.542623437703702,,,402938997,HORS CHAMP,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9729,MENDIKO OIHUA,mendiko oihua,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.365414051737346,-1.531388007146623,,,403731110,MENDIKO OIHUA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
9730,ASSOCIATION ATERBEA,association aterbea,publish,,,,"0",,127.0.0.1,"0","0",,,HENDAYE,Nouvelle-Aquitaine,France,64700,43.187085019831876,-1.1971868819416112,,,403738818,ASSOCIATION ATERBEA,ASSOCIATIONS,Nive-Nivelle,SUD PAYS BASQUE,UTD Labourd,,,"0",,,,
